OrderDate,OrderID,SKU,Store,Channel,Units,Sales,DiscountAmt,GrossMarginAmt,ReturnFlag,UnitPrice,DiscountRate
2024-05-15,ORD-00007543,SKU-00220,Store-017,Store,2,449.26,23.65,122.62,0,236.46,0.05
2024-12-17,ORD-00007544,SKU-00109,Store-030,Store,8,3956.97,208.26,847.9,0,520.65,0.05
2024-05-26,ORD-00007545,SKU-00060,Store-023,Store,2,74.99,16.96,32.81,0,45.97,0.1844
2024-09-06,ORD-00007546,SKU-00060,Store-030,Online,4,155.79,13.55,73.46,0,42.34,0.08
2024-08-30,ORD-00007547,SKU-00232,Store-023,Store,5,1131.25,59.54,377.05,0,238.16,0.05
2024-10-26,ORD-00007548,SKU-00137,Store-018,Store,2,104.41,5.5,29.58,0,54.96,0.05
2024-06-20,ORD-00007549,SKU-00145,Store-025,Store,1,66.66,3.51,21.43,0,70.17,0.05
2024-10-17,ORD-00007550,SKU-00149,Store-024,Store,7,349.61,18.4,110.6,0,52.57,0.05
2024-05-10,ORD-00007551,SKU-00056,Store-025,Store,3,246.58,12.98,65.15,0,86.52,0.05
2024-06-28,ORD-00007552,SKU-00105,Store-008,Online,4,266.76,135.14,108.56,0,100.48,0.3363
2024-07-01,ORD-00007553,SKU-00238,Store-022,Store,6,843.41,44.39,102.8,0,147.97,0.05
2024-09-14,ORD-00007554,SKU-00037,Store-007,Online,4,389.1,33.83,98.83,1,105.73,0.08
2024-08-14,ORD-00007555,SKU-00238,Store-010,Online,4,654.16,56.88,78.22,0,177.76,0.08
2024-01-29,ORD-00007556,SKU-00069,Store-022,Store,5,306.51,16.13,114.31,0,64.53,0.05
2024-10-23,ORD-00007557,SKU-00074,Store-016,Store,7,503.98,26.53,147.19,0,75.79,0.05
2024-10-04,ORD-00007558,SKU-00004,Store-024,Store,2,1513.27,79.65,202.64,0,796.46,0.05
2024-02-08,ORD-00007559,SKU-00166,Store-022,Online,8,469.72,40.85,176.07,0,63.82,0.08
2024-12-18,ORD-00007560,SKU-00080,Store-023,Online,8,161.4,14.03,73.67,0,21.93,0.08
2024-08-29,ORD-00007561,SKU-00115,Store-005,Store,5,677.59,123.42,165.85,0,160.2,0.1541
2024-02-01,ORD-00007562,SKU-00146,Store-004,Store,7,1445.64,753.38,397.7,0,314.15,0.3426
2024-06-28,ORD-00007563,SKU-00159,Store-008,Store,6,1123.61,59.14,214.53,0,197.12,0.05
2024-11-02,ORD-00007564,SKU-00239,Store-011,Store,8,629.09,33.11,120.43,0,82.78,0.05
2024-04-12,ORD-00007565,SKU-00139,Store-025,Store,1,675.62,155.56,148.17,0,831.18,0.1872
2024-12-07,ORD-00007566,SKU-00045,Store-002,Store,4,110.9,5.84,44.71,0,29.18,0.05
2024-06-02,ORD-00007567,SKU-00176,Store-017,Online,8,3358.55,292.05,628.44,0,456.33,0.08
2024-03-23,ORD-00007568,SKU-00014,Store-024,Online,3,135.43,11.78,50.78,0,49.07,0.08
2024-05-10,ORD-00007569,SKU-00211,Store-011,Store,7,431.77,22.72,119.26,0,64.93,0.05
2024-07-11,ORD-00007570,SKU-00075,Store-010,Online,2,80.55,39.59,30.9,0,60.07,0.3295
2024-09-08,ORD-00007571,SKU-00181,Store-007,Store,1,166.35,8.76,47.31,0,175.11,0.05
2024-12-05,ORD-00007572,SKU-00040,Store-013,Store,6,1010.4,53.18,243.42,0,177.26,0.05
2024-03-12,ORD-00007573,SKU-00102,Store-019,Store,8,799.29,408.51,169.05,0,150.98,0.3382
2024-12-17,ORD-00007574,SKU-00174,Store-018,Store,2,190.93,10.05,75.29,0,100.49,0.05
2024-07-12,ORD-00007575,SKU-00156,Store-026,Online,7,264.28,22.98,60.63,0,41.04,0.08
2024-02-16,ORD-00007576,SKU-00002,Store-001,Online,3,155.97,13.56,52.79,0,56.51,0.08
2024-12-05,ORD-00007577,SKU-00009,Store-009,Store,8,596.35,31.39,122.23,0,78.47,0.05
2024-05-07,ORD-00007578,SKU-00246,Store-011,Store,1,21.87,3.67,5.61,0,25.54,0.1437
2024-08-15,ORD-00007579,SKU-00133,Store-012,Store,6,186.46,37.55,49.76,0,37.34,0.1676
2024-09-12,ORD-00007580,SKU-00214,Store-022,Store,8,6066.51,319.29,1070.67,0,798.22,0.05
2024-01-05,ORD-00007581,SKU-00019,Store-004,Store,5,140.71,62.09,35.72,0,40.56,0.3062
2024-03-22,ORD-00007582,SKU-00123,Store-009,Store,7,1208.81,63.62,316.58,0,181.78,0.05
2024-09-08,ORD-00007583,SKU-00145,Store-002,Store,1,69.23,3.64,23.12,0,72.87,0.05
2024-04-28,ORD-00007584,SKU-00231,Store-018,Store,6,3966.47,1229.39,765.94,0,865.98,0.2366
2024-01-04,ORD-00007585,SKU-00178,Store-029,Store,1,71.23,3.75,26.4,0,74.98,0.05
2024-01-09,ORD-00007586,SKU-00158,Store-030,Store,7,1165.27,61.33,342.16,0,175.23,0.05
2024-10-29,ORD-00007587,SKU-00074,Store-002,Store,2,146.42,7.71,41.26,0,77.06,0.05
2024-02-26,ORD-00007588,SKU-00249,Store-004,Online,7,299.08,26.01,111.76,0,46.44,0.08
2024-02-06,ORD-00007589,SKU-00082,Store-018,Online,5,767.54,66.74,160.6,0,166.86,0.08
2024-07-24,ORD-00007590,SKU-00070,Store-009,Online,2,260.96,100.41,52.81,1,180.68,0.2779
2024-02-13,ORD-00007591,SKU-00181,Store-007,Store,7,1097.63,57.77,301.34,0,165.06,0.05
2024-08-27,ORD-00007592,SKU-00250,Store-021,Store,4,275.19,14.48,102.37,0,72.42,0.05
2024-07-18,ORD-00007593,SKU-00215,Store-010,Store,8,153.27,60.55,54.66,0,26.73,0.2832
2024-08-25,ORD-00007594,SKU-00046,Store-018,Store,4,244.27,12.86,85.24,0,64.28,0.05
2024-06-28,ORD-00007595,SKU-00204,Store-002,Store,4,364.46,19.18,129.46,0,95.91,0.05
2024-10-11,ORD-00007596,SKU-00089,Store-030,Store,1,31.37,1.65,13.49,0,33.02,0.05
2024-08-23,ORD-00007597,SKU-00056,Store-003,Online,2,144.22,12.54,38.29,0,78.38,0.08
2024-05-31,ORD-00007598,SKU-00234,Store-002,Online,5,339.78,29.55,106.51,0,73.87,0.08
2024-01-06,ORD-00007599,SKU-00238,Store-013,Online,3,473.17,41.15,56.56,0,171.44,0.08
2024-04-10,ORD-00007600,SKU-00093,Store-027,Store,2,59.5,3.13,12.47,0,31.32,0.05
2024-02-18,ORD-00007601,SKU-00007,Store-020,Store,2,75.78,3.99,20.03,0,39.88,0.05
2024-01-06,ORD-00007602,SKU-00053,Store-015,Store,5,2119.53,111.55,366.95,0,446.22,0.05
2024-04-09,ORD-00007603,SKU-00136,Store-009,Store,3,437.51,23.03,110.43,0,153.51,0.05
2024-03-16,ORD-00007604,SKU-00015,Store-007,Store,6,606.43,31.92,262.59,0,106.39,0.05
2024-01-29,ORD-00007605,SKU-00057,Store-020,Store,8,381.0,20.05,70.96,0,50.13,0.05
2024-04-24,ORD-00007606,SKU-00038,Store-016,Store,1,92.37,4.86,35.97,0,97.23,0.05
2024-07-04,ORD-00007607,SKU-00239,Store-019,Store,1,65.1,3.43,12.08,0,68.53,0.0501
2024-03-06,ORD-00007608,SKU-00089,Store-013,Store,2,65.38,10.77,27.93,0,38.07,0.1414
2024-04-09,ORD-00007609,SKU-00096,Store-010,Store,1,134.64,7.09,28.97,0,141.73,0.05
2024-01-08,ORD-00007610,SKU-00106,Store-006,Store,7,486.78,25.62,161.88,0,73.2,0.05
2024-01-19,ORD-00007611,SKU-00004,Store-009,Online,6,3534.75,627.75,455.22,0,693.75,0.1508
2024-02-27,ORD-00007612,SKU-00136,Store-007,Store,6,828.94,43.63,212.67,0,145.43,0.05
2024-06-14,ORD-00007613,SKU-00229,Store-015,Store,8,1436.05,201.72,446.33,0,204.72,0.1232
2024-08-31,ORD-00007614,SKU-00204,Store-009,Online,7,556.45,171.62,179.15,0,104.01,0.2357
2024-10-15,ORD-00007615,SKU-00063,Store-024,Online,7,1401.69,121.89,185.96,0,217.65,0.08
2024-08-18,ORD-00007616,SKU-00004,Store-017,Store,2,1491.64,78.51,196.02,0,785.08,0.05
2024-08-13,ORD-00007617,SKU-00194,Store-010,Online,7,3922.76,849.77,721.71,0,681.79,0.1781
2024-12-08,ORD-00007618,SKU-00211,Store-003,Store,6,372.43,19.6,105.74,0,65.34,0.05
2024-04-03,ORD-00007619,SKU-00231,Store-004,Store,2,1874.73,98.67,333.82,0,986.7,0.05
2024-10-19,ORD-00007620,SKU-00145,Store-003,Online,2,119.97,10.43,37.08,0,65.2,0.08
2024-12-08,ORD-00007621,SKU-00119,Store-010,Store,6,615.07,32.37,133.6,0,107.91,0.05
2024-07-26,ORD-00007622,SKU-00190,Store-010,Store,4,423.39,22.28,132.59,0,111.42,0.05
2024-11-03,ORD-00007623,SKU-00173,Store-002,Store,3,26.78,5.41,9.61,0,10.73,0.1681
2024-02-20,ORD-00007624,SKU-00190,Store-022,Online,1,93.65,14.51,30.57,0,108.16,0.1342
2024-11-17,ORD-00007625,SKU-00072,Store-016,Online,4,436.11,37.92,123.6,0,118.51,0.08
2024-07-25,ORD-00007626,SKU-00226,Store-030,Store,3,242.52,12.76,56.13,0,85.09,0.05
2024-03-22,ORD-00007627,SKU-00010,Store-027,Store,3,81.59,19.93,20.0,0,33.84,0.1963
2024-01-23,ORD-00007628,SKU-00024,Store-001,Store,8,2359.29,124.17,776.73,0,310.43,0.05
2024-09-20,ORD-00007629,SKU-00164,Store-021,Store,2,1556.62,81.93,294.42,0,819.28,0.05
2024-06-06,ORD-00007630,SKU-00143,Store-030,Store,6,289.23,48.13,62.24,0,56.23,0.1427
2024-04-23,ORD-00007631,SKU-00139,Store-025,Store,6,5062.34,266.44,1127.04,0,888.13,0.05
2024-05-22,ORD-00007632,SKU-00228,Store-021,Store,1,75.83,3.99,21.79,0,79.82,0.05
2024-12-28,ORD-00007633,SKU-00218,Store-005,Store,1,50.33,6.67,16.22,0,57.0,0.117
2024-06-05,ORD-00007634,SKU-00180,Store-028,Online,7,1331.92,115.82,340.66,0,206.82,0.08
2024-01-29,ORD-00007635,SKU-00042,Store-025,Store,5,357.01,104.49,156.85,0,92.3,0.2264
2024-04-12,ORD-00007636,SKU-00025,Store-017,Store,4,391.54,20.61,157.89,0,103.04,0.05
2024-02-23,ORD-00007637,SKU-00035,Store-028,Store,4,409.18,21.54,146.17,0,107.68,0.05
2024-09-08,ORD-00007638,SKU-00154,Store-014,Store,3,222.14,11.69,57.18,0,77.94,0.05
2024-10-19,ORD-00007639,SKU-00179,Store-016,Online,8,1733.31,150.72,356.82,0,235.5,0.08
2024-11-03,ORD-00007640,SKU-00200,Store-024,Online,2,369.31,32.11,68.94,0,200.71,0.08
2024-08-19,ORD-00007641,SKU-00026,Store-022,Store,2,345.11,18.16,68.35,0,181.64,0.05
2024-10-08,ORD-00007642,SKU-00069,Store-017,Online,4,270.45,23.52,109.63,0,73.49,0.08
2024-06-01,ORD-00007643,SKU-00085,Store-024,Online,2,116.67,10.14,39.24,0,63.4,0.08
2024-08-17,ORD-00007644,SKU-00159,Store-027,Store,3,494.49,72.42,98.23,0,188.97,0.1277
2024-02-09,ORD-00007645,SKU-00012,Store-020,Online,6,211.65,18.4,58.6,0,38.34,0.08
2024-07-16,ORD-00007646,SKU-00211,Store-027,Store,8,442.63,23.3,125.04,0,58.24,0.05
2024-07-23,ORD-00007647,SKU-00021,Store-013,Online,1,173.46,15.08,31.17,0,188.54,0.08
2024-01-12,ORD-00007648,SKU-00131,Store-016,Online,6,167.39,73.35,54.88,0,40.12,0.3047
2024-07-19,ORD-00007649,SKU-00234,Store-020,Online,2,130.12,29.0,40.26,0,79.56,0.1823
2024-09-21,ORD-00007650,SKU-00049,Store-018,Store,8,928.95,48.89,313.84,0,122.23,0.05
2024-05-14,ORD-00007651,SKU-00172,Store-006,Online,6,238.54,20.74,83.48,0,43.21,0.08
2024-07-18,ORD-00007652,SKU-00138,Store-014,Store,1,27.83,1.46,8.41,0,29.29,0.0498
2024-04-14,ORD-00007653,SKU-00205,Store-005,Online,6,2482.08,1165.0,375.51,0,607.85,0.3194
2024-04-09,ORD-00007654,SKU-00148,Store-021,Store,1,46.08,19.55,11.77,0,65.63,0.2979
2024-02-17,ORD-00007655,SKU-00213,Store-024,Store,4,262.38,49.35,92.74,0,77.93,0.1583
2024-04-29,ORD-00007656,SKU-00101,Store-021,Online,6,82.39,7.16,35.75,0,14.92,0.08
2024-10-20,ORD-00007657,SKU-00041,Store-026,Store,7,455.53,23.98,131.64,0,68.5,0.05
2024-12-08,ORD-00007658,SKU-00170,Store-020,Store,5,178.76,9.41,45.78,0,37.63,0.05
2024-08-20,ORD-00007659,SKU-00242,Store-012,Store,7,301.21,15.85,72.37,0,45.29,0.05
2024-08-16,ORD-00007660,SKU-00109,Store-002,Store,6,3710.77,195.3,788.46,0,651.01,0.05
2024-08-12,ORD-00007661,SKU-00205,Store-001,Online,1,510.03,44.35,77.4,0,554.38,0.08
2024-06-23,ORD-00007662,SKU-00220,Store-029,Online,5,1131.55,98.4,303.47,0,245.99,0.08
2024-06-03,ORD-00007663,SKU-00162,Store-024,Store,2,264.51,13.92,88.16,0,139.22,0.05
2024-08-15,ORD-00007664,SKU-00198,Store-011,Online,1,48.96,4.26,19.15,0,53.22,0.08
2024-10-14,ORD-00007665,SKU-00141,Store-029,Store,8,1397.79,319.7,412.66,0,214.69,0.1861
2024-05-31,ORD-00007666,SKU-00202,Store-008,Online,6,1008.26,87.68,225.76,0,182.66,0.08
2024-07-26,ORD-00007667,SKU-00085,Store-024,Online,1,50.88,8.69,17.45,0,59.57,0.1459
2024-06-21,ORD-00007668,SKU-00132,Store-007,Store,7,218.91,11.52,47.96,0,32.92,0.05
2024-04-14,ORD-00007669,SKU-00020,Store-022,Store,7,3361.53,176.92,425.91,0,505.49,0.05
2024-04-16,ORD-00007670,SKU-00050,Store-003,Store,6,420.51,22.13,127.83,0,73.77,0.05
2024-01-29,ORD-00007671,SKU-00145,Store-021,Online,4,270.27,23.5,86.82,0,73.44,0.08
2024-06-09,ORD-00007672,SKU-00182,Store-014,Store,7,509.42,26.81,203.85,0,76.6,0.05
2024-09-17,ORD-00007673,SKU-00008,Store-018,Store,8,787.13,41.43,256.05,0,103.57,0.05
2024-09-07,ORD-00007674,SKU-00018,Store-002,Store,4,194.72,10.25,59.74,0,51.24,0.05
2024-12-26,ORD-00007675,SKU-00002,Store-012,Online,3,148.99,12.96,48.18,0,53.98,0.08
2024-01-15,ORD-00007676,SKU-00130,Store-005,Store,1,120.33,6.33,24.1,0,126.66,0.05
2024-10-05,ORD-00007677,SKU-00084,Store-019,Store,3,70.08,3.69,27.95,0,24.59,0.05
2024-10-17,ORD-00007678,SKU-00014,Store-001,Store,8,371.06,19.53,134.05,0,48.82,0.05
2024-06-08,ORD-00007679,SKU-00199,Store-028,Store,6,405.11,102.4,66.85,0,84.58,0.2018
2024-04-13,ORD-00007680,SKU-00133,Store-006,Store,7,270.96,14.26,72.5,0,40.75,0.05
2024-05-10,ORD-00007681,SKU-00003,Store-016,Online,2,143.91,12.51,42.52,0,78.21,0.08
2024-09-06,ORD-00007682,SKU-00172,Store-030,Online,5,202.15,17.58,69.4,0,43.95,0.08
2024-11-11,ORD-00007683,SKU-00228,Store-013,Store,3,236.46,12.45,64.33,0,82.97,0.05
2024-08-23,ORD-00007684,SKU-00105,Store-017,Store,2,197.01,10.37,79.35,0,103.69,0.05
2024-07-07,ORD-00007685,SKU-00238,Store-029,Store,6,996.26,52.43,123.45,0,174.78,0.05
2024-08-26,ORD-00007686,SKU-00105,Store-003,Online,2,157.68,31.33,61.65,1,94.5,0.1658
2024-01-26,ORD-00007687,SKU-00020,Store-017,Store,8,3863.36,203.33,522.94,0,508.34,0.05
2024-08-10,ORD-00007688,SKU-00031,Store-017,Store,2,878.24,46.22,137.01,0,462.23,0.05
2024-01-16,ORD-00007689,SKU-00017,Store-022,Store,5,365.4,19.23,80.51,0,76.93,0.05
2024-12-17,ORD-00007690,SKU-00076,Store-019,Store,2,536.94,28.26,109.92,0,282.6,0.05
2024-11-21,ORD-00007691,SKU-00097,Store-015,Store,3,394.22,20.75,84.61,0,138.32,0.05
2024-07-05,ORD-00007692,SKU-00112,Store-017,Online,7,136.13,11.84,42.61,0,21.14,0.08
2024-05-16,ORD-00007693,SKU-00121,Store-009,Store,7,4193.14,220.69,805.94,0,630.55,0.05
2024-09-25,ORD-00007694,SKU-00216,Store-011,Online,4,194.65,63.98,40.3,0,64.66,0.2474
2024-08-21,ORD-00007695,SKU-00003,Store-029,Online,2,134.41,11.69,41.23,0,73.05,0.08
2024-09-15,ORD-00007696,SKU-00225,Store-020,Store,3,198.6,52.64,67.17,0,83.75,0.2095
2024-07-07,ORD-00007697,SKU-00060,Store-021,Store,5,172.11,67.76,75.49,0,47.97,0.2825
2024-03-27,ORD-00007698,SKU-00239,Store-005,Store,3,177.04,59.67,34.85,0,78.9,0.2521
2024-01-27,ORD-00007699,SKU-00034,Store-012,Store,7,696.82,36.67,210.74,0,104.78,0.05
2024-04-13,ORD-00007700,SKU-00026,Store-007,Store,3,446.34,168.6,92.01,0,204.98,0.2742
2024-07-12,ORD-00007701,SKU-00031,Store-029,Online,3,991.78,421.31,153.98,0,471.03,0.2981
2024-06-04,ORD-00007702,SKU-00075,Store-030,Online,5,181.58,89.77,61.96,0,54.27,0.3308
2024-07-04,ORD-00007703,SKU-00236,Store-011,Online,3,141.5,44.29,50.26,0,61.93,0.2384
2024-04-11,ORD-00007704,SKU-00116,Store-013,Online,4,416.47,36.21,91.78,0,113.17,0.08
2024-12-09,ORD-00007705,SKU-00042,Store-021,Store,3,254.62,13.4,107.54,0,89.34,0.05
2024-05-14,ORD-00007706,SKU-00161,Store-005,Online,8,778.95,198.35,249.28,0,122.16,0.203
2024-11-05,ORD-00007707,SKU-00128,Store-017,Store,4,224.8,47.73,98.4,0,68.13,0.1751
2024-05-23,ORD-00007708,SKU-00176,Store-007,Store,2,898.05,47.27,177.79,0,472.66,0.05
2024-06-11,ORD-00007709,SKU-00186,Store-016,Store,2,943.58,483.16,154.97,0,713.37,0.3386
2024-08-09,ORD-00007710,SKU-00197,Store-022,Store,7,694.76,164.57,99.6,0,122.76,0.1915
2024-04-06,ORD-00007711,SKU-00038,Store-023,Store,4,265.37,124.76,105.0,0,97.53,0.3198
2024-03-21,ORD-00007712,SKU-00124,Store-004,Store,3,1085.3,221.56,207.34,0,435.62,0.1695
2024-05-18,ORD-00007713,SKU-00158,Store-009,Store,3,509.21,26.8,143.71,0,178.67,0.05
2024-10-21,ORD-00007714,SKU-00140,Store-011,Online,8,5290.85,460.07,833.82,0,718.86,0.08
2024-02-22,ORD-00007715,SKU-00244,Store-022,Store,3,181.57,9.56,42.86,0,63.71,0.05
2024-06-09,ORD-00007716,SKU-00241,Store-010,Store,6,226.38,11.91,56.64,0,39.71,0.05
2024-09-02,ORD-00007717,SKU-00203,Store-014,Store,3,2395.17,126.06,368.92,0,840.41,0.05
2024-09-15,ORD-00007718,SKU-00061,Store-007,Store,8,1770.89,93.2,412.19,1,233.01,0.05
2024-06-07,ORD-00007719,SKU-00133,Store-011,Online,6,205.85,32.12,55.35,0,39.66,0.135
2024-01-30,ORD-00007720,SKU-00201,Store-015,Store,8,2923.38,153.86,595.14,0,384.66,0.05
2024-01-06,ORD-00007721,SKU-00068,Store-007,Store,3,692.59,356.58,154.51,0,349.72,0.3399
2024-06-21,ORD-00007722,SKU-00178,Store-004,Store,4,267.25,14.07,93.61,0,70.33,0.05
2024-10-23,ORD-00007723,SKU-00063,Store-005,Store,3,606.94,31.94,83.33,0,212.96,0.05
2024-01-11,ORD-00007724,SKU-00036,Store-014,Online,4,267.79,23.29,87.1,0,72.77,0.08
2024-11-20,ORD-00007725,SKU-00060,Store-005,Store,3,88.99,40.8,37.46,0,43.26,0.3144
2024-09-04,ORD-00007726,SKU-00232,Store-001,Online,2,492.26,42.8,170.03,0,267.53,0.08
2024-01-03,ORD-00007727,SKU-00249,Store-026,Store,4,174.17,9.17,64.38,0,45.83,0.05
2024-05-05,ORD-00007728,SKU-00214,Store-030,Online,3,2295.81,199.64,412.18,0,831.82,0.08
2024-03-21,ORD-00007729,SKU-00068,Store-016,Store,5,1654.4,374.82,353.88,0,405.84,0.1847
2024-12-13,ORD-00007730,SKU-00195,Store-019,Store,3,616.56,32.45,192.93,0,216.34,0.05
2024-07-22,ORD-00007731,SKU-00055,Store-005,Store,2,847.71,44.62,148.15,1,446.16,0.05
2024-04-28,ORD-00007732,SKU-00032,Store-003,Store,3,215.68,11.35,53.01,0,75.68,0.05
2024-04-11,ORD-00007733,SKU-00065,Store-003,Store,6,1798.04,94.63,355.39,0,315.44,0.05
2024-07-25,ORD-00007734,SKU-00035,Store-006,Online,2,220.15,19.14,77.63,0,119.65,0.08
2024-01-02,ORD-00007735,SKU-00161,Store-004,Online,4,444.43,38.65,148.99,0,120.77,0.08
2024-04-04,ORD-00007736,SKU-00171,Store-023,Store,2,143.39,7.55,46.91,0,75.47,0.05
2024-03-01,ORD-00007737,SKU-00009,Store-024,Store,6,429.58,72.16,86.74,0,83.62,0.1438
2024-08-14,ORD-00007738,SKU-00027,Store-022,Store,7,3590.54,188.98,667.78,0,539.93,0.05
2024-09-01,ORD-00007739,SKU-00120,Store-009,Online,8,423.94,36.86,143.17,0,57.6,0.08
2024-06-19,ORD-00007740,SKU-00029,Store-011,Store,7,757.39,39.86,217.39,0,113.89,0.05
2024-02-21,ORD-00007741,SKU-00208,Store-011,Store,1,120.97,6.37,38.17,0,127.34,0.05
2024-05-15,ORD-00007742,SKU-00101,Store-005,Online,7,87.89,25.43,36.11,0,16.19,0.2244
2024-11-04,ORD-00007743,SKU-00104,Store-015,Store,8,569.44,29.97,195.36,0,74.93,0.05
2024-03-15,ORD-00007744,SKU-00002,Store-017,Online,2,95.15,15.71,31.58,0,55.43,0.1417
2024-02-29,ORD-00007745,SKU-00176,Store-007,Store,4,1657.15,87.22,332.22,0,436.09,0.05
2024-02-10,ORD-00007746,SKU-00181,Store-009,Store,8,1362.57,71.71,400.02,0,179.28,0.05
2024-10-25,ORD-00007747,SKU-00190,Store-015,Store,6,391.49,201.59,128.02,0,98.85,0.3399
2024-02-13,ORD-00007748,SKU-00136,Store-003,Online,3,364.47,31.69,88.05,0,132.05,0.08
2024-07-31,ORD-00007749,SKU-00068,Store-018,Store,5,1646.38,357.82,362.49,0,400.84,0.1785
2024-12-31,ORD-00007750,SKU-00020,Store-011,Store,2,939.58,49.45,121.56,0,494.52,0.05
2024-08-22,ORD-00007751,SKU-00079,Store-022,Online,4,311.11,27.05,100.23,0,84.54,0.08
2024-05-30,ORD-00007752,SKU-00136,Store-023,Store,2,300.24,15.8,76.09,0,158.02,0.05
2024-03-16,ORD-00007753,SKU-00030,Store-012,Store,7,2104.79,110.78,287.98,0,316.51,0.05
2024-01-01,ORD-00007754,SKU-00014,Store-011,Store,2,86.66,4.56,33.7,0,45.61,0.05
2024-02-26,ORD-00007755,SKU-00055,Store-016,Store,1,430.23,22.64,78.37,0,452.87,0.05
2024-12-14,ORD-00007756,SKU-00018,Store-002,Online,3,153.83,13.38,48.75,0,55.74,0.08
2024-02-22,ORD-00007757,SKU-00004,Store-006,Store,3,2022.66,106.46,257.9,0,709.71,0.05
2024-01-08,ORD-00007758,SKU-00122,Store-004,Store,8,610.86,32.15,226.6,0,80.38,0.05
2024-10-25,ORD-00007759,SKU-00187,Store-009,Store,6,307.16,141.07,96.15,0,74.7,0.3147
2024-06-02,ORD-00007760,SKU-00125,Store-018,Store,6,710.27,37.38,182.8,0,124.61,0.05
2024-05-10,ORD-00007761,SKU-00023,Store-008,Online,6,772.06,67.14,259.4,0,139.87,0.08
2024-09-19,ORD-00007762,SKU-00085,Store-016,Store,5,293.66,15.46,98.03,0,61.82,0.05
2024-07-10,ORD-00007763,SKU-00009,Store-021,Store,1,71.28,3.75,15.15,0,75.03,0.05
2024-11-30,ORD-00007764,SKU-00156,Store-021,Store,3,122.82,6.46,27.54,0,43.09,0.05
2024-06-20,ORD-00007765,SKU-00059,Store-016,Store,6,518.05,27.27,214.88,0,90.89,0.05
2024-09-17,ORD-00007766,SKU-00097,Store-018,Online,5,534.62,159.26,115.53,0,138.78,0.2295
2024-11-17,ORD-00007767,SKU-00226,Store-014,Store,3,176.64,50.76,41.24,0,75.8,0.2232
2024-06-18,ORD-00007768,SKU-00147,Store-015,Online,4,202.11,83.39,77.67,0,71.38,0.2921
2024-04-14,ORD-00007769,SKU-00192,Store-024,Online,1,22.8,5.82,5.4,0,28.62,0.2034
2024-12-22,ORD-00007770,SKU-00088,Store-015,Online,8,725.86,188.32,222.33,0,114.27,0.206
2024-03-24,ORD-00007771,SKU-00233,Store-011,Store,3,194.08,10.21,52.99,0,68.1,0.05
2024-01-15,ORD-00007772,SKU-00179,Store-029,Store,3,773.34,40.7,156.04,0,271.35,0.05
2024-07-30,ORD-00007773,SKU-00129,Store-028,Store,3,201.23,53.74,59.65,0,84.99,0.2108
2024-12-27,ORD-00007774,SKU-00145,Store-026,Online,2,106.39,32.86,33.92,0,69.62,0.236
2024-02-01,ORD-00007775,SKU-00156,Store-025,Store,4,149.37,7.86,34.37,0,39.31,0.05
2024-11-06,ORD-00007776,SKU-00041,Store-012,Store,3,132.85,70.59,36.92,0,67.81,0.347
2024-10-30,ORD-00007777,SKU-00063,Store-029,Online,5,935.79,81.37,138.25,0,203.43,0.08
2024-12-05,ORD-00007778,SKU-00172,Store-020,Store,6,235.26,12.38,79.79,0,41.27,0.05
2024-06-03,ORD-00007779,SKU-00111,Store-027,Store,2,187.33,9.86,48.54,0,98.6,0.05
2024-04-03,ORD-00007780,SKU-00196,Store-001,Online,5,211.51,83.99,78.05,0,59.1,0.2842
2024-07-06,ORD-00007781,SKU-00132,Store-004,Online,1,32.1,2.79,7.09,0,34.89,0.08
2024-02-22,ORD-00007782,SKU-00017,Store-001,Online,6,388.79,33.81,82.64,0,70.43,0.08
2024-11-04,ORD-00007783,SKU-00167,Store-030,Store,4,248.03,13.05,63.32,1,65.27,0.05
2024-08-30,ORD-00007784,SKU-00153,Store-010,Store,4,151.93,8.0,33.63,0,39.98,0.05
2024-06-25,ORD-00007785,SKU-00092,Store-002,Store,3,241.44,12.71,104.21,0,84.72,0.05
2024-07-07,ORD-00007786,SKU-00198,Store-023,Store,4,237.83,12.52,90.84,0,62.59,0.05
2024-09-17,ORD-00007787,SKU-00088,Store-024,Online,3,314.04,27.31,94.16,0,113.78,0.08
2024-07-10,ORD-00007788,SKU-00029,Store-028,Store,3,295.17,15.54,85.35,0,103.57,0.05
2024-11-03,ORD-00007789,SKU-00031,Store-018,Online,7,2747.4,623.74,473.16,0,481.59,0.185
2024-12-04,ORD-00007790,SKU-00226,Store-021,Online,7,517.63,45.01,119.13,0,80.38,0.08
2024-12-13,ORD-00007791,SKU-00095,Store-019,Store,3,615.76,32.41,179.23,0,216.06,0.05
2024-08-14,ORD-00007792,SKU-00104,Store-022,Online,3,194.49,16.91,62.54,0,70.47,0.08
2024-09-28,ORD-00007793,SKU-00077,Store-016,Store,6,782.47,41.18,149.84,0,137.28,0.05
2024-04-23,ORD-00007794,SKU-00185,Store-001,Store,1,189.11,9.95,24.44,0,199.06,0.05
2024-01-14,ORD-00007795,SKU-00152,Store-006,Store,2,102.5,36.8,33.29,0,69.65,0.2642
2024-05-26,ORD-00007796,SKU-00225,Store-028,Online,3,243.05,21.13,82.79,0,88.06,0.08
2024-11-15,ORD-00007797,SKU-00224,Store-002,Online,1,97.6,42.47,27.89,0,140.07,0.3032
