Order ID,Order Date,Segment,Region,Category,Sub Category,Ship Mode,Customer Name,Sales,Quantity,Discount,Profit
CA-102638,2024-03-14,Home Office,East,Office Supplies,Art,Same Day,Customer 24,1004.76,7,0.3,60.29
CA-102639,2024-01-03,Corporate,South,Furniture,Tables,Same Day,Customer 365,1251.02,3,0.2,112.59
CA-102640,2024-09-26,Home Office,Central,Office Supplies,Paper,Same Day,Customer 10,99.06,7,0.0,14.86
CA-102641,2024-06-04,Corporate,East,Furniture,Tables,First Class,Customer 429,442.09,5,0.3,26.53
CA-102642,2024-10-17,Corporate,Central,Furniture,Chairs,Standard Class,Customer 156,1245.98,7,0.0,186.9
CA-102643,2024-05-22,Home Office,Central,Furniture,Tables,Second Class,Customer 161,1329.16,2,0.3,79.75
CA-102644,2024-01-31,Corporate,West,Furniture,Tables,Standard Class,Customer 266,31.68,4,0.3,1.9
CA-102645,2024-06-09,Home Office,South,Office Supplies,Storage,Same Day,Customer 254,1857.93,9,0.2,167.21
CA-102646,2024-01-04,Home Office,South,Furniture,Bookcases,Second Class,Customer 470,1348.18,4,0.1,161.78
CA-102647,2024-03-10,Corporate,West,Technology,Copiers,Second Class,Customer 181,1519.11,4,0.3,91.15
CA-102648,2024-05-01,Home Office,South,Technology,Accessories,Standard Class,Customer 28,1329.58,8,0.1,159.55
CA-102649,2024-11-05,Corporate,Central,Office Supplies,Art,Second Class,Customer 459,1573.55,6,0.0,236.03
CA-102650,2024-03-11,Corporate,Central,Technology,Machines,Standard Class,Customer 246,1183.78,5,0.1,142.05
CA-102651,2024-06-22,Consumer,South,Office Supplies,Art,Second Class,Customer 297,378.8,6,0.0,56.82
CA-102652,2024-12-17,Consumer,East,Furniture,Chairs,Standard Class,Customer 397,423.51,4,0.0,63.53
CA-102653,2024-07-08,Consumer,South,Technology,Copiers,Second Class,Customer 59,1980.37,8,0.2,178.23
CA-102654,2024-07-07,Corporate,East,Technology,Copiers,Standard Class,Customer 34,1132.39,9,0.2,101.92
CA-102655,2024-08-14,Consumer,West,Office Supplies,Art,Same Day,Customer 133,1117.64,9,0.0,167.65
CA-102656,2024-01-30,Consumer,East,Technology,Phones,Second Class,Customer 461,1088.75,1,0.0,163.31
CA-102657,2024-11-19,Corporate,West,Furniture,Furnishings,Standard Class,Customer 77,1359.64,9,0.3,81.58
CA-102658,2024-04-01,Home Office,West,Technology,Accessories,Second Class,Customer 377,197.48,3,0.3,11.85
CA-102659,2024-02-11,Consumer,East,Office Supplies,Art,Standard Class,Customer 120,960.02,3,0.0,144.0
CA-102660,2024-02-29,Corporate,Central,Technology,Copiers,First Class,Customer 212,1272.77,4,0.2,114.55
CA-102661,2024-10-06,Home Office,East,Furniture,Furnishings,First Class,Customer 73,1660.82,3,0.3,99.65
CA-102662,2024-11-18,Consumer,West,Office Supplies,Paper,Same Day,Customer 129,808.74,3,0.1,97.05
CA-102663,2024-11-26,Home Office,South,Furniture,Furnishings,First Class,Customer 80,1156.25,7,0.3,69.37
CA-102664,2024-08-16,Consumer,South,Office Supplies,Paper,Second Class,Customer 361,784.65,7,0.1,94.16
CA-102665,2024-10-09,Corporate,Central,Furniture,Tables,Same Day,Customer 316,1606.83,6,0.0,241.02
CA-102666,2024-06-25,Consumer,East,Furniture,Tables,Second Class,Customer 286,1865.13,5,0.3,111.91
CA-102667,2024-02-09,Home Office,Central,Furniture,Furnishings,Standard Class,Customer 438,1150.76,3,0.3,69.05
CA-102668,2024-01-17,Corporate,West,Office Supplies,Art,Second Class,Customer 147,1237.87,7,0.2,111.41
CA-102669,2024-11-25,Home Office,East,Furniture,Tables,Same Day,Customer 163,1832.08,8,0.0,274.81
CA-102670,2024-07-01,Home Office,East,Office Supplies,Paper,Standard Class,Customer 432,1553.05,1,0.2,139.77
CA-102671,2024-05-07,Corporate,East,Technology,Machines,Second Class,Customer 70,1622.77,3,0.2,146.05
CA-102672,2024-05-15,Consumer,East,Office Supplies,Paper,Standard Class,Customer 115,624.42,3,0.1,74.93
CA-102673,2024-08-28,Home Office,South,Office Supplies,Storage,Standard Class,Customer 314,959.6,5,0.3,57.58
CA-102674,2024-09-14,Consumer,Central,Office Supplies,Paper,Second Class,Customer 461,821.89,4,0.1,98.63
CA-102675,2024-03-26,Home Office,West,Furniture,Tables,Standard Class,Customer 277,848.66,3,0.3,50.92
CA-102676,2024-05-20,Corporate,Central,Technology,Phones,Same Day,Customer 7,1486.23,1,0.1,178.35
CA-102677,2024-01-31,Corporate,East,Office Supplies,Storage,Same Day,Customer 55,1395.35,2,0.2,125.58
CA-102678,2024-05-15,Corporate,West,Technology,Machines,Second Class,Customer 359,405.22,2,0.1,48.63
CA-102679,2024-12-28,Consumer,Central,Furniture,Chairs,First Class,Customer 417,1600.29,2,0.2,144.03
CA-102680,2024-08-01,Home Office,South,Office Supplies,Storage,Second Class,Customer 114,51.84,7,0.0,7.78
CA-102681,2024-01-30,Home Office,East,Furniture,Bookcases,Second Class,Customer 94,176.31,9,0.0,26.45
CA-102682,2024-03-29,Corporate,Central,Office Supplies,Storage,Second Class,Customer 214,1403.25,3,0.3,84.2
CA-102683,2024-05-09,Home Office,West,Furniture,Bookcases,Standard Class,Customer 264,864.72,6,0.2,77.82
CA-102684,2024-11-30,Corporate,Central,Furniture,Tables,First Class,Customer 317,1623.57,1,0.1,194.83
CA-102685,2024-01-22,Home Office,South,Office Supplies,Art,Same Day,Customer 104,1283.52,1,0.2,115.52
CA-102686,2024-10-21,Home Office,East,Office Supplies,Art,First Class,Customer 15,1689.02,2,0.0,253.35
CA-102687,2024-12-26,Corporate,South,Office Supplies,Binders,Same Day,Customer 30,259.68,9,0.1,31.16
CA-102688,2024-12-31,Home Office,South,Office Supplies,Storage,First Class,Customer 424,534.23,6,0.3,32.05
CA-102689,2024-05-25,Corporate,South,Furniture,Furnishings,Standard Class,Customer 436,610.74,2,0.1,73.29
CA-102690,2024-07-23,Consumer,East,Office Supplies,Binders,Standard Class,Customer 124,544.72,1,0.2,49.03
CA-102691,2024-10-04,Corporate,Central,Office Supplies,Paper,Standard Class,Customer 198,1456.82,3,0.3,87.41
CA-102692,2024-07-12,Consumer,East,Technology,Machines,Standard Class,Customer 18,1198.99,7,0.3,71.94
CA-102693,2024-04-07,Corporate,South,Office Supplies,Storage,Second Class,Customer 385,1797.59,5,0.2,161.78
CA-102694,2024-05-17,Home Office,South,Technology,Phones,Same Day,Customer 56,1576.61,8,0.1,189.19
CA-102695,2024-11-02,Corporate,West,Office Supplies,Storage,Second Class,Customer 121,1979.38,5,0.2,178.14
CA-102696,2024-02-19,Consumer,East,Technology,Phones,Same Day,Customer 52,1392.98,1,0.0,208.95
CA-102697,2024-08-15,Corporate,West,Technology,Copiers,Same Day,Customer 99,1144.48,7,0.1,137.34
CA-102698,2024-05-07,Home Office,West,Technology,Phones,Second Class,Customer 458,949.38,5,0.1,113.93
CA-102699,2024-01-03,Consumer,East,Technology,Phones,Standard Class,Customer 228,982.61,1,0.0,147.39
CA-102700,2024-04-12,Corporate,East,Furniture,Tables,Second Class,Customer 257,1470.63,1,0.0,220.59
CA-102701,2024-06-26,Home Office,East,Technology,Copiers,Second Class,Customer 217,253.26,6,0.0,37.99
CA-102702,2024-06-11,Corporate,Central,Furniture,Furnishings,Standard Class,Customer 467,307.65,1,0.0,46.15
CA-102703,2024-07-14,Home Office,West,Technology,Copiers,Second Class,Customer 177,1174.58,5,0.1,140.95
CA-102704,2024-01-20,Corporate,South,Furniture,Chairs,Second Class,Customer 471,885.44,8,0.3,53.13
CA-102705,2024-03-28,Corporate,Central,Furniture,Chairs,Standard Class,Customer 190,150.24,3,0.3,9.01
CA-102706,2024-02-11,Home Office,Central,Office Supplies,Storage,Standard Class,Customer 108,1768.45,8,0.3,106.11
CA-102707,2024-07-07,Corporate,South,Furniture,Furnishings,Second Class,Customer 74,786.77,7,0.0,118.02
CA-102708,2024-02-15,Home Office,East,Furniture,Tables,Second Class,Customer 9,1745.65,1,0.3,104.74
CA-102709,2024-03-11,Home Office,East,Technology,Phones,First Class,Customer 90,1980.05,3,0.1,237.61
CA-102710,2024-04-05,Home Office,South,Furniture,Tables,First Class,Customer 280,1972.42,4,0.3,118.35
CA-102711,2024-12-08,Corporate,South,Technology,Copiers,Same Day,Customer 484,1393.58,9,0.1,167.23
CA-102712,2024-03-01,Home Office,West,Office Supplies,Art,Standard Class,Customer 479,655.93,8,0.0,98.39
CA-102713,2024-12-06,Consumer,South,Furniture,Chairs,Standard Class,Customer 174,650.62,1,0.1,78.07
CA-102714,2024-09-09,Consumer,South,Furniture,Furnishings,Same Day,Customer 251,1292.0,9,0.2,116.28
CA-102715,2024-05-22,Corporate,West,Office Supplies,Art,Second Class,Customer 174,855.28,3,0.1,102.63
CA-102716,2024-04-01,Home Office,East,Technology,Phones,Second Class,Customer 52,1053.27,8,0.2,94.79
CA-102717,2024-03-24,Corporate,East,Technology,Accessories,Standard Class,Customer 329,307.94,3,0.2,27.71
CA-102718,2024-02-02,Consumer,West,Office Supplies,Art,Second Class,Customer 308,724.15,6,0.3,43.45
CA-102719,2024-01-03,Home Office,East,Furniture,Bookcases,First Class,Customer 225,35.75,4,0.2,3.22
CA-102720,2024-11-09,Corporate,West,Furniture,Bookcases,First Class,Customer 334,1277.13,1,0.2,114.94
CA-102721,2024-03-20,Consumer,East,Furniture,Tables,Same Day,Customer 248,1020.97,8,0.3,61.26
CA-102722,2024-01-30,Consumer,East,Technology,Accessories,Standard Class,Customer 235,169.01,4,0.0,25.35
CA-102723,2024-09-26,Corporate,East,Technology,Accessories,Second Class,Customer 84,140.09,2,0.0,21.01
CA-102724,2024-12-19,Home Office,West,Furniture,Bookcases,Second Class,Customer 249,1396.24,1,0.3,83.77
CA-102725,2024-08-28,Corporate,South,Technology,Copiers,Standard Class,Customer 232,800.59,1,0.0,120.09
CA-102726,2024-01-15,Consumer,West,Office Supplies,Art,Same Day,Customer 365,1394.18,9,0.2,125.48
CA-102727,2024-10-08,Consumer,West,Furniture,Chairs,Standard Class,Customer 97,1987.1,6,0.0,298.06
CA-102728,2024-12-16,Corporate,East,Office Supplies,Storage,Standard Class,Customer 298,1101.39,2,0.2,99.12
CA-102729,2024-07-12,Corporate,Central,Technology,Copiers,Standard Class,Customer 464,518.33,5,0.1,62.2
CA-102730,2024-11-19,Home Office,South,Technology,Phones,First Class,Customer 375,1721.93,8,0.1,206.63
CA-102731,2024-05-11,Consumer,West,Technology,Phones,Same Day,Customer 499,1566.21,8,0.2,140.96
CA-102732,2024-05-31,Consumer,East,Office Supplies,Storage,Same Day,Customer 250,175.37,2,0.1,21.04
CA-102733,2024-05-22,Corporate,West,Office Supplies,Binders,Second Class,Customer 52,1689.55,5,0.3,101.37
CA-102734,2024-04-21,Consumer,West,Office Supplies,Binders,Same Day,Customer 397,1126.84,9,0.2,101.42
CA-102735,2024-03-08,Consumer,East,Furniture,Furnishings,Second Class,Customer 186,334.5,1,0.2,30.1
CA-102736,2024-03-01,Corporate,East,Office Supplies,Paper,Standard Class,Customer 332,355.05,1,0.3,21.3
CA-102737,2024-10-09,Consumer,South,Technology,Machines,Standard Class,Customer 345,168.19,3,0.2,15.14
CA-102738,2024-04-11,Corporate,Central,Technology,Accessories,Same Day,Customer 304,55.77,3,0.2,5.02
CA-102739,2024-07-20,Consumer,West,Furniture,Tables,First Class,Customer 11,85.17,6,0.1,10.22
CA-102740,2024-03-24,Corporate,West,Technology,Copiers,First Class,Customer 477,1297.03,7,0.1,155.64
CA-102741,2024-08-02,Corporate,Central,Furniture,Furnishings,Second Class,Customer 442,1221.4,5,0.0,183.21
CA-102742,2024-10-20,Consumer,Central,Furniture,Bookcases,Same Day,Customer 462,987.26,3,0.1,118.47
CA-102743,2024-03-23,Home Office,South,Technology,Accessories,First Class,Customer 411,735.45,1,0.1,88.25
CA-102744,2024-01-18,Consumer,West,Technology,Copiers,Second Class,Customer 281,578.38,6,0.0,86.76
CA-102745,2024-09-22,Home Office,Central,Furniture,Furnishings,Second Class,Customer 279,165.42,2,0.3,9.93
CA-102746,2024-06-29,Consumer,West,Technology,Machines,Standard Class,Customer 473,1980.96,9,0.2,178.29
CA-102747,2024-11-16,Consumer,East,Technology,Machines,First Class,Customer 482,1095.01,5,0.0,164.25
CA-102748,2024-03-15,Consumer,West,Furniture,Tables,Same Day,Customer 367,981.77,1,0.2,88.36
CA-102749,2024-04-12,Consumer,West,Furniture,Furnishings,Same Day,Customer 397,1910.67,4,0.3,114.64
CA-102750,2024-07-30,Corporate,East,Furniture,Furnishings,First Class,Customer 102,138.34,6,0.1,16.6
CA-102751,2024-01-12,Corporate,West,Office Supplies,Art,Second Class,Customer 390,1317.12,8,0.3,79.03
CA-102752,2024-09-15,Home Office,East,Office Supplies,Binders,Standard Class,Customer 429,1886.44,8,0.2,169.78
CA-102753,2024-07-13,Corporate,East,Furniture,Tables,Same Day,Customer 196,409.24,9,0.2,36.83
CA-102754,2024-08-05,Corporate,South,Office Supplies,Art,Standard Class,Customer 60,1552.18,8,0.2,139.7
CA-102755,2024-04-01,Corporate,South,Furniture,Chairs,Standard Class,Customer 75,882.94,7,0.0,132.44
CA-102756,2024-03-07,Corporate,Central,Technology,Phones,Second Class,Customer 407,334.23,1,0.0,50.13
CA-102757,2024-07-30,Corporate,West,Furniture,Furnishings,Second Class,Customer 166,1423.73,4,0.1,170.85
CA-102758,2024-11-22,Corporate,South,Furniture,Chairs,Same Day,Customer 432,1693.31,9,0.0,254.0
CA-102759,2024-06-29,Consumer,Central,Technology,Phones,First Class,Customer 406,1157.91,7,0.1,138.95
CA-102760,2024-08-24,Consumer,Central,Technology,Copiers,Same Day,Customer 266,257.16,4,0.3,15.43
CA-102761,2024-04-04,Corporate,Central,Office Supplies,Binders,Standard Class,Customer 37,994.94,7,0.3,59.7
CA-102762,2024-11-06,Home Office,East,Technology,Phones,First Class,Customer 306,889.43,4,0.1,106.73
CA-102763,2024-10-31,Corporate,Central,Technology,Accessories,First Class,Customer 309,1490.78,1,0.3,89.45
CA-102764,2024-04-02,Corporate,East,Furniture,Bookcases,Second Class,Customer 149,1455.77,4,0.3,87.35
CA-102765,2024-11-18,Consumer,West,Furniture,Bookcases,Second Class,Customer 203,272.65,9,0.2,24.54
CA-102766,2024-05-13,Home Office,East,Furniture,Tables,Second Class,Customer 209,1943.52,2,0.1,233.22
CA-102767,2024-03-02,Corporate,South,Furniture,Tables,Same Day,Customer 49,432.43,1,0.1,51.89
CA-102768,2024-02-29,Corporate,South,Furniture,Chairs,Second Class,Customer 169,552.99,1,0.0,82.95
CA-102769,2024-08-02,Home Office,West,Technology,Phones,First Class,Customer 118,1036.91,4,0.3,62.21
CA-102770,2024-10-30,Home Office,Central,Technology,Copiers,Same Day,Customer 141,1906.14,5,0.3,114.37
CA-102771,2024-12-01,Home Office,West,Furniture,Tables,Standard Class,Customer 367,1841.36,6,0.2,165.72
CA-102772,2024-09-14,Home Office,West,Technology,Copiers,Same Day,Customer 11,1100.55,2,0.0,165.08
CA-102773,2024-08-31,Corporate,East,Technology,Machines,Second Class,Customer 477,724.41,1,0.3,43.46
CA-102774,2024-06-28,Corporate,Central,Furniture,Bookcases,Same Day,Customer 218,334.68,6,0.0,50.2
CA-102775,2024-01-19,Corporate,South,Office Supplies,Binders,Standard Class,Customer 85,1996.62,3,0.3,119.8
CA-102776,2024-06-17,Corporate,West,Office Supplies,Paper,Second Class,Customer 300,827.19,7,0.3,49.63
CA-102777,2024-01-20,Consumer,Central,Furniture,Chairs,Same Day,Customer 328,129.2,9,0.1,15.5
CA-102778,2024-04-16,Corporate,South,Furniture,Furnishings,Second Class,Customer 416,1618.87,1,0.2,145.7
CA-102779,2024-08-07,Home Office,South,Office Supplies,Art,First Class,Customer 359,1566.04,9,0.1,187.92
CA-102780,2024-06-05,Corporate,East,Furniture,Furnishings,First Class,Customer 330,313.85,6,0.1,37.66
CA-102781,2024-03-15,Corporate,East,Office Supplies,Binders,First Class,Customer 141,132.87,8,0.3,7.97
CA-102782,2024-09-13,Corporate,West,Furniture,Chairs,Second Class,Customer 71,1821.23,5,0.1,218.55
CA-102783,2024-01-06,Consumer,East,Technology,Copiers,First Class,Customer 116,1227.43,5,0.2,110.47
CA-102784,2024-02-04,Consumer,West,Office Supplies,Binders,First Class,Customer 147,247.09,9,0.2,22.24
CA-102785,2024-03-27,Home Office,Central,Technology,Phones,Standard Class,Customer 442,1568.35,2,0.2,141.15
CA-102786,2024-01-19,Corporate,South,Furniture,Bookcases,Standard Class,Customer 176,1643.08,2,0.0,246.46
CA-102787,2024-08-09,Consumer,Central,Technology,Copiers,Standard Class,Customer 445,1538.21,8,0.3,92.29
CA-102788,2024-08-18,Home Office,Central,Furniture,Tables,Standard Class,Customer 471,1243.68,4,0.1,149.24
CA-102789,2024-07-28,Consumer,West,Technology,Copiers,Second Class,Customer 196,1982.35,2,0.0,297.35
CA-102790,2024-08-31,Consumer,East,Technology,Machines,First Class,Customer 410,1413.17,7,0.0,211.97
CA-102791,2024-04-22,Corporate,Central,Technology,Phones,Standard Class,Customer 90,557.22,1,0.3,33.43
CA-102792,2024-04-24,Home Office,East,Office Supplies,Binders,First Class,Customer 483,239.26,3,0.1,28.71
CA-102793,2024-02-02,Home Office,West,Technology,Copiers,Second Class,Customer 280,915.11,9,0.2,82.36
CA-102794,2024-08-31,Home Office,Central,Furniture,Tables,Standard Class,Customer 411,314.42,9,0.2,28.3
CA-102795,2024-12-28,Home Office,West,Office Supplies,Art,First Class,Customer 11,655.23,3,0.0,98.28
CA-102796,2024-10-07,Consumer,South,Office Supplies,Binders,First Class,Customer 352,1099.6,5,0.3,65.98
CA-102797,2024-05-06,Consumer,Central,Furniture,Chairs,Same Day,Customer 407,1197.86,5,0.3,71.87
CA-102798,2024-10-23,Corporate,Central,Technology,Accessories,Same Day,Customer 190,558.99,5,0.0,83.85
CA-102799,2024-04-03,Consumer,West,Office Supplies,Paper,First Class,Customer 209,1981.71,5,0.2,178.35
CA-102800,2024-06-03,Home Office,East,Furniture,Chairs,Standard Class,Customer 139,1795.23,8,0.0,269.28
CA-102801,2024-12-11,Corporate,East,Office Supplies,Storage,First Class,Customer 142,1776.13,5,0.2,159.85
CA-102802,2024-01-22,Corporate,Central,Technology,Copiers,Same Day,Customer 221,828.09,4,0.2,74.53
CA-102803,2024-02-27,Corporate,South,Furniture,Bookcases,Same Day,Customer 485,1331.25,8,0.0,199.69
CA-102804,2024-03-19,Corporate,Central,Furniture,Chairs,Standard Class,Customer 10,1833.68,6,0.2,165.03
CA-102805,2024-05-06,Consumer,East,Furniture,Bookcases,Standard Class,Customer 8,1649.96,8,0.2,148.5
CA-102806,2024-06-11,Corporate,South,Technology,Accessories,Same Day,Customer 396,1375.12,4,0.0,206.27
CA-102807,2024-07-11,Consumer,East,Technology,Machines,Same Day,Customer 212,1479.47,4,0.0,221.92
CA-102808,2024-04-07,Consumer,Central,Office Supplies,Binders,Second Class,Customer 27,1740.01,8,0.2,156.6
CA-102809,2024-04-04,Home Office,West,Technology,Accessories,Same Day,Customer 372,1361.79,5,0.1,163.42
CA-102810,2024-04-25,Home Office,West,Office Supplies,Binders,Same Day,Customer 165,912.18,1,0.2,82.1
CA-102811,2024-07-19,Consumer,West,Technology,Phones,Standard Class,Customer 408,1156.36,4,0.3,69.38
CA-102812,2024-11-02,Corporate,Central,Technology,Copiers,First Class,Customer 109,641.76,8,0.0,96.26
CA-102813,2024-09-13,Home Office,Central,Furniture,Tables,Standard Class,Customer 285,1253.07,8,0.1,150.37
CA-102814,2024-07-12,Home Office,East,Office Supplies,Storage,Second Class,Customer 443,188.72,2,0.2,16.99
CA-102815,2024-06-17,Corporate,Central,Furniture,Tables,First Class,Customer 476,1652.87,8,0.3,99.17
CA-102816,2024-05-12,Corporate,East,Technology,Copiers,Standard Class,Customer 79,405.71,4,0.0,60.86
CA-102817,2024-11-23,Home Office,West,Office Supplies,Paper,Same Day,Customer 364,832.41,5,0.0,124.86
CA-102818,2024-04-11,Consumer,West,Furniture,Chairs,Standard Class,Customer 173,1793.9,8,0.1,215.27
CA-102819,2024-05-26,Corporate,South,Technology,Copiers,Standard Class,Customer 69,1089.02,2,0.3,65.34
CA-102820,2024-05-24,Consumer,West,Office Supplies,Storage,Second Class,Customer 13,624.43,5,0.1,74.93
CA-102821,2024-07-15,Corporate,East,Furniture,Furnishings,Standard Class,Customer 167,1348.3,7,0.0,202.24
CA-102822,2024-05-15,Consumer,West,Technology,Machines,Same Day,Customer 390,1146.76,3,0.3,68.81
CA-102823,2024-11-24,Home Office,East,Furniture,Bookcases,Second Class,Customer 225,1765.43,4,0.1,211.85
CA-102824,2024-04-20,Home Office,South,Furniture,Chairs,Standard Class,Customer 93,1840.45,1,0.2,165.64
CA-102825,2024-11-11,Home Office,East,Office Supplies,Binders,Standard Class,Customer 256,1139.66,7,0.3,68.38
CA-102826,2024-02-20,Corporate,Central,Office Supplies,Paper,Same Day,Customer 284,1157.92,9,0.1,138.95
CA-102827,2024-10-17,Consumer,West,Office Supplies,Binders,Same Day,Customer 227,1980.59,9,0.0,297.09
CA-102828,2024-12-21,Corporate,East,Technology,Accessories,Same Day,Customer 233,1576.54,2,0.0,236.48
CA-102829,2024-11-05,Home Office,South,Office Supplies,Binders,Second Class,Customer 107,665.78,6,0.0,99.87
CA-102830,2024-12-29,Consumer,West,Technology,Copiers,First Class,Customer 27,1168.19,9,0.3,70.09
CA-102831,2024-04-28,Consumer,West,Technology,Copiers,Same Day,Customer 150,1473.17,9,0.2,132.59
CA-102832,2024-09-12,Consumer,South,Furniture,Furnishings,Standard Class,Customer 396,70.47,4,0.0,10.57
CA-102833,2024-01-31,Home Office,West,Technology,Accessories,Second Class,Customer 417,720.14,9,0.2,64.81
CA-102834,2024-11-06,Home Office,Central,Furniture,Tables,First Class,Customer 9,1326.21,8,0.2,119.36
CA-102835,2024-10-05,Home Office,East,Office Supplies,Paper,Standard Class,Customer 154,1349.23,2,0.2,121.43
CA-102836,2024-02-02,Consumer,Central,Technology,Phones,Standard Class,Customer 294,1444.42,7,0.1,173.33
CA-102837,2024-10-02,Corporate,Central,Technology,Accessories,Same Day,Customer 66,1579.91,8,0.3,94.79
CA-102838,2024-09-02,Home Office,Central,Technology,Machines,Same Day,Customer 99,361.34,5,0.1,43.36
CA-102839,2024-10-21,Corporate,East,Technology,Copiers,Standard Class,Customer 262,1389.36,2,0.2,125.04
CA-102840,2024-06-09,Home Office,South,Technology,Phones,First Class,Customer 463,132.55,6,0.1,15.91
CA-102841,2024-09-17,Consumer,West,Technology,Copiers,Same Day,Customer 351,1660.73,1,0.3,99.64
CA-102842,2024-07-17,Home Office,South,Technology,Machines,Standard Class,Customer 418,1809.39,7,0.1,217.13
CA-102843,2024-04-18,Home Office,West,Furniture,Tables,Second Class,Customer 202,1072.69,6,0.2,96.54
CA-102844,2024-12-19,Home Office,East,Furniture,Chairs,First Class,Customer 309,1039.19,7,0.3,62.35
CA-102845,2024-08-12,Corporate,West,Furniture,Chairs,Same Day,Customer 379,442.63,8,0.3,26.56
CA-102846,2024-12-31,Consumer,West,Furniture,Chairs,Standard Class,Customer 472,1599.08,5,0.2,143.92
CA-102847,2024-06-12,Consumer,West,Office Supplies,Binders,Same Day,Customer 204,1777.27,2,0.3,106.64
CA-102848,2024-01-27,Consumer,Central,Office Supplies,Storage,Same Day,Customer 39,740.39,1,0.3,44.42
CA-102849,2024-03-28,Home Office,West,Furniture,Bookcases,Standard Class,Customer 411,780.69,8,0.1,93.68
CA-102850,2024-06-19,Corporate,Central,Technology,Phones,First Class,Customer 40,79.95,9,0.0,11.99
CA-102851,2024-11-18,Corporate,South,Furniture,Bookcases,Standard Class,Customer 63,137.36,6,0.2,12.36
CA-102852,2024-09-09,Consumer,Central,Technology,Copiers,Standard Class,Customer 137,328.38,1,0.0,49.26
CA-102853,2024-10-07,Home Office,East,Technology,Accessories,Standard Class,Customer 327,659.22,5,0.0,98.88
CA-102854,2024-08-26,Corporate,Central,Technology,Accessories,Standard Class,Customer 463,1426.14,4,0.1,171.14
CA-102855,2024-06-30,Home Office,East,Office Supplies,Paper,Standard Class,Customer 474,1304.68,4,0.3,78.28
CA-102856,2024-10-19,Home Office,Central,Furniture,Tables,Second Class,Customer 257,425.29,3,0.3,25.52
CA-102857,2024-05-08,Home Office,South,Technology,Copiers,Second Class,Customer 354,1082.42,6,0.3,64.95
CA-102858,2024-03-21,Home Office,Central,Furniture,Furnishings,Same Day,Customer 416,761.67,3,0.3,45.7
CA-102859,2024-05-02,Home Office,South,Office Supplies,Paper,Same Day,Customer 347,628.34,4,0.2,56.55
CA-102860,2024-02-02,Corporate,West,Technology,Accessories,Same Day,Customer 230,1968.0,1,0.3,118.08
CA-102861,2024-12-30,Home Office,South,Furniture,Bookcases,First Class,Customer 285,1532.63,6,0.1,183.92
CA-102862,2024-11-24,Consumer,East,Technology,Copiers,Second Class,Customer 331,760.73,1,0.3,45.64
CA-102863,2024-04-12,Home Office,West,Office Supplies,Binders,Standard Class,Customer 380,1088.24,2,0.0,163.24
CA-102864,2024-03-11,Consumer,East,Furniture,Tables,Same Day,Customer 176,1560.41,8,0.1,187.25
CA-102865,2024-01-23,Consumer,West,Technology,Phones,Same Day,Customer 269,661.38,3,0.2,59.52
CA-102866,2024-05-12,Home Office,East,Furniture,Furnishings,Second Class,Customer 277,331.18,4,0.3,19.87
CA-102867,2024-02-19,Corporate,East,Office Supplies,Art,Same Day,Customer 492,466.22,5,0.2,41.96
CA-102868,2024-12-03,Consumer,South,Technology,Phones,Standard Class,Customer 290,288.06,5,0.0,43.21
CA-102869,2024-07-26,Corporate,Central,Technology,Machines,Standard Class,Customer 38,1522.93,6,0.3,91.38
CA-102870,2024-03-21,Home Office,Central,Office Supplies,Storage,Standard Class,Customer 315,538.58,4,0.1,64.63
CA-102871,2024-10-11,Corporate,West,Furniture,Chairs,Standard Class,Customer 408,1504.18,2,0.2,135.38
CA-102872,2024-09-25,Home Office,East,Furniture,Tables,Second Class,Customer 439,1366.15,2,0.0,204.92
CA-102873,2024-10-10,Home Office,Central,Technology,Machines,Standard Class,Customer 100,1979.34,2,0.1,237.52
CA-102874,2024-01-17,Consumer,Central,Technology,Copiers,Second Class,Customer 46,822.83,7,0.0,123.43
CA-102875,2024-01-17,Home Office,East,Technology,Accessories,First Class,Customer 68,1349.47,5,0.3,80.97
CA-102876,2024-10-10,Consumer,West,Office Supplies,Paper,Standard Class,Customer 225,1998.72,6,0.0,299.81
CA-102877,2024-10-15,Consumer,South,Office Supplies,Storage,First Class,Customer 175,931.0,4,0.2,83.79
CA-102878,2024-05-21,Home Office,West,Technology,Accessories,Second Class,Customer 193,398.12,3,0.3,23.89
CA-102879,2024-11-27,Home Office,South,Office Supplies,Storage,Same Day,Customer 248,820.94,4,0.0,123.14
CA-102880,2024-12-19,Consumer,East,Furniture,Furnishings,Standard Class,Customer 181,644.34,1,0.2,57.99
CA-102881,2024-02-08,Home Office,West,Office Supplies,Paper,First Class,Customer 478,1338.08,8,0.1,160.57
CA-102882,2024-01-19,Corporate,East,Furniture,Chairs,First Class,Customer 107,714.18,1,0.0,107.13
CA-102883,2024-02-21,Consumer,South,Technology,Phones,Same Day,Customer 91,1457.02,7,0.2,131.13
CA-102884,2024-12-19,Home Office,Central,Office Supplies,Binders,Same Day,Customer 93,1504.25,8,0.3,90.25
CA-102885,2024-04-01,Consumer,West,Furniture,Chairs,First Class,Customer 121,291.09,6,0.0,43.66
CA-102886,2024-10-19,Home Office,East,Technology,Phones,First Class,Customer 52,287.75,2,0.0,43.16
CA-102887,2024-09-04,Home Office,South,Technology,Copiers,First Class,Customer 304,121.3,2,0.2,10.92
